imdbid,genre,country
tt0054997,"['Drama', 'Sport']",['USA']
tt0055031,"['Drama', 'War']",['USA']
tt0055184,"['Drama', 'Romance', 'Western']",['USA']
tt0055614,"['Crime', 'Drama', 'Musical']",['USA']
tt0055706,['Comedy'],['USA']
tt0055798,"['Biography', 'Crime', 'Drama']",['USA']
tt0055871,"['Drama', 'Thriller', 'War']",['USA']
tt0055928,"['Action', 'Adventure', 'Thriller']",['UK']
tt0056172,"['Adventure', 'Biography', 'Drama']",['UK']
tt0056193,"['Crime', 'Drama', 'Romance']","['UK', 'USA']"
tt0056197,"['Action', 'Drama', 'History']",['USA']
tt0056217,"['Drama', 'Western']",['USA']
tt0056218,"['Drama', 'Thriller']",['USA']
tt0056241,"['Biography', 'Drama']",['USA']
tt0056264,"['Adventure', 'Drama', 'History']",['USA']
tt0056267,"['Comedy', 'Drama', 'Romance']",['USA']
tt0056592,"['Crime', 'Drama']",['USA']
tt0056869,"['Drama', 'Horror', 'Mystery']",['USA']
tt0056923,"['Comedy', 'Mystery', 'Romance']",['USA']
tt0057012,['Comedy'],"['UK', 'USA']"
tt0057076,"['Action', 'Adventure', 'Thriller']",['UK']
tt0057115,"['Adventure', 'Drama', 'History']",['USA']
tt0057187,"['Comedy', 'Romance']",['USA']
tt0057193,"['Action', 'Adventure', 'Comedy']",['USA']
tt0057251,['Drama'],['USA']
tt0057413,"['Comedy', 'Crime', 'Romance']",['USA']
tt0057449,"['Comedy', 'Fantasy', 'Horror']",['USA']
tt0058150,"['Action', 'Adventure', 'Thriller']",['UK']
tt0058461,"['Drama', 'Western']","['Italy', 'Spain', 'West Germany']"
tt0058586,"['Comedy', 'Mystery']","['UK', 'USA']"
tt0058672,"['Adventure', 'Comedy', 'Crime']",['USA']
tt0059113,"['Drama', 'Romance', 'War']","['USA', 'Italy']"
tt0059124,"['Comedy', 'Sci-Fi']",['USA']
tt0059245,"['Biography', 'Drama', 'History']",['USA']
tt0059287,"['Comedy', 'Musical']",['USA']
tt0059575,['Drama'],['USA']
tt0059578,['Western'],"['Italy', 'Spain', 'West Germany']"
tt0059742,"['Biography', 'Drama', 'Family']",['USA']
tt0059800,"['Action', 'Adventure', 'Thriller']",['UK']
tt0059803,"['Drama', 'Western']",['Mexico']
tt0059825,"['Thriller', 'War']","['France', 'Italy', 'USA']"
tt0060086,"['Comedy', 'Drama']",['UK']
tt0060196,['Western'],"['Italy', 'Spain', 'West Germany']"
tt0060429,"['Comedy', 'Musical', 'Romance']",['USA']
tt0060438,"['Comedy', 'Musical']",['USA']
tt0060736,"['Adventure', 'Drama', 'Thriller']","['South Africa', 'USA']"
tt0060921,"['Comedy', 'War']",['USA']
tt0061385,"['Comedy', 'Romance']",['USA']
tt0061418,"['Action', 'Biography', 'Crime']",['USA']
tt0061452,['Comedy'],"['UK', 'USA']"
tt0061512,"['Crime', 'Drama']",['USA']
tt0061735,"['Comedy', 'Drama']",['USA']
tt0061747,"['Drama', 'Western']",['USA']
tt0061791,"['Comedy', 'Musical']",['USA']
tt0061809,"['Biography', 'Crime', 'Drama']",['USA']
tt0061811,"['Crime', 'Drama', 'Mystery']",['USA']
tt0062153,"['Comedy', 'Sci-Fi', 'Thriller']",['USA']
tt0062512,"['Action', 'Adventure', 'Thriller']",['UK']
tt0062622,"['Adventure', 'Sci-Fi']","['USA', 'UK']"
tt0062765,"['Action', 'Crime', 'Thriller']",['USA']
tt0062803,"['Adventure', 'Family', 'Fantasy']","['UK', 'USA']"
tt0063350,['Horror'],['USA']
tt0063356,"['Comedy', 'Crime', 'Drama']",['USA']
tt0063374,['Comedy'],['USA']
tt0063415,['Comedy'],['USA']
tt0063442,"['Adventure', 'Sci-Fi']",['USA']
tt0063518,"['Drama', 'Romance']","['UK', 'Italy']"
tt0063522,"['Drama', 'Horror']",['USA']
tt0063688,"['Crime', 'Drama', 'Romance']",['USA']
tt0063829,"['Comedy', 'Family']",['USA']
tt0064045,"['Action', 'Adventure', 'Comedy']",['UK']
tt0064115,"['Biography', 'Crime', 'Drama']",['USA']
tt0064116,['Western'],"['Italy', 'USA']"
tt0064276,"['Adventure', 'Drama']",['USA']
tt0064381,"['Comedy', 'Drama', 'Romance']",['USA']
tt0064395,"['Action', 'Western']",['USA']
tt0064505,"['Action', 'Comedy', 'Crime']",['UK']
tt0064665,['Drama'],['USA']
tt0064757,"['Action', 'Adventure', 'Thriller']",['UK']
tt0065112,"['Drama', 'Thriller']",['USA']
tt0065126,"['Adventure', 'Drama', 'Western']",['USA']
tt0065214,"['Action', 'Adventure', 'Western']",['USA']
tt0065446,"['Comedy', 'Drama', 'Romance']",['USA']
tt0065466,"['Comedy', 'Drama', 'Music']",['USA']
tt0065528,"['Comedy', 'Drama', 'War']",['USA']
tt0065724,['Drama'],['USA']
tt0066011,"['Drama', 'Romance']",['USA']
tt0066026,"['Comedy', 'Drama', 'War']",['USA']
tt0066130,"['Biography', 'Crime', 'Drama']",['UK']
tt0066181,"['Comedy', 'Drama', 'Fantasy']",['USA']
tt0066206,"['Biography', 'Drama', 'War']",['USA']
tt0066434,"['Drama', 'Sci-Fi', 'Thriller']",['USA']
tt0066448,"['Comedy', 'Western']",['USA']
tt0066995,"['Action', 'Adventure', 'Thriller']",['UK']
tt0066999,"['Action', 'Crime', 'Thriller']",['USA']
tt0067093,"['Drama', 'Family', 'Musical']",['USA']
tt0067116,"['Action', 'Crime', 'Drama']",['USA']
tt0067185,"['Comedy', 'Drama', 'Romance']",['USA']
tt0067328,"['Drama', 'Romance']",['USA']
tt0067411,"['Drama', 'Western']",['USA']
tt0067589,"['Comedy', 'Drama', 'Romance']",['USA']
tt0067741,"['Action', 'Crime', 'Thriller']",['USA']
tt0067992,"['Family', 'Fantasy', 'Musical']","['USA', 'East Germany', 'West Germany', 'Belgium']"
tt0068245,"['Adventure', 'Drama', 'Western']",['USA']
tt0068284,"['Fantasy', 'Horror', 'Romance']",['USA']
tt0068309,"['Crime', 'Drama', 'Romance']",['USA']
tt0068473,"['Adventure', 'Drama', 'Thriller']",['USA']
tt0068646,"['Crime', 'Drama']",['USA']
tt0068673,"['Crime', 'Drama', 'Action']",['USA']
tt0068699,"['Drama', 'Mystery', 'Western']",['USA']
tt0068762,"['Adventure', 'Drama', 'Western']",['USA']
tt0068767,"['Action', 'Drama', 'Romance']",['Hong Kong']
tt0068833,"['Horror', 'Thriller']",['USA']
tt0068835,['Comedy'],['USA']
tt0068897,"['Action', 'Western']",['USA']
tt0068909,"['Drama', 'Fantasy', 'Musical']","['Italy', 'USA']"
tt0068931,"['Action', 'Crime', 'Thriller']",['USA']
tt0068935,"['Action', 'Adventure', 'Crime']",['Hong Kong']
tt0069097,"['Comedy', 'Romance']",['USA']
tt0069113,"['Action', 'Adventure', 'Drama']",['USA']
tt0069495,['Comedy'],['USA']
tt0069704,"['Comedy', 'Drama']",['USA']
tt0069897,"['Action', 'Crime', 'Thriller']",['USA']
tt0069976,"['Action', 'Biography', 'Crime']",['USA']
tt0069995,"['Drama', 'Horror', 'Thriller']","['UK', 'Italy']"
tt0070016,"['Animation', 'Family', 'Musical']",['USA']
tt0070034,"['Action', 'Crime', 'Drama']","['Hong Kong', 'USA']"
tt0070047,['Horror'],['USA']
tt0070328,"['Action', 'Adventure', 'Thriller']",['UK']
tt0070334,"['Comedy', 'Crime', 'Drama']",['USA']
tt0070355,"['Action', 'Crime', 'Mystery']",['USA']
tt0070379,"['Crime', 'Drama', 'Thriller']",['USA']
tt0070460,"['Comedy', 'Drama', 'Romance']","['France', 'Italy']"
tt0070510,"['Comedy', 'Drama']",['USA']
tt0070653,"['Action', 'Drama', 'Thriller']",['USA']
tt0070666,"['Biography', 'Crime', 'Drama']","['Italy', 'USA']"
tt0070735,"['Comedy', 'Crime', 'Drama']",['USA']
tt0070814,"['Adventure', 'Musical', 'Family']",['USA']
tt0070849,"['Drama', 'Romance']","['France', 'Italy']"
tt0070895,"['Action', 'Biography', 'Crime']",['USA']
tt0070909,"['Action', 'Sci-Fi', 'Thriller']",['USA']
tt0070915,"['Action', 'Drama', 'Crime']",['USA']
tt0071230,"['Comedy', 'Western']",['USA']
tt0071315,"['Drama', 'Mystery', 'Thriller']",['USA']
tt0071360,"['Drama', 'Mystery', 'Thriller']",['USA']
tt0071402,"['Action', 'Crime', 'Drama']","['USA', 'Canada']"
tt0071517,"['Action', 'Crime', 'Thriller']",['USA']
tt0071562,"['Crime', 'Drama']",['USA']
tt0071577,"['Drama', 'Romance']",['USA']
tt0071675,['Horror'],['USA']
tt0071706,"['Action', 'Drama', 'Thriller']","['UK', 'USA']"
tt0071746,"['Biography', 'Drama']",['USA']
tt0071771,"['Comedy', 'Crime', 'Drama']",['USA']
tt0071807,"['Action', 'Adventure', 'Thriller']",['UK']
tt0071970,"['Drama', 'Thriller']",['USA']
tt0072067,"['Crime', 'Drama', 'Horror']",['USA']
tt0072081,"['Comedy', 'Crime', 'Mystery']","['UK', 'USA']"
tt0072251,"['Action', 'Crime', 'Thriller']",['USA']
tt0072325,"['Action', 'Crime', 'Thriller']",['USA']
tt0072848,"['Drama', 'Thriller']",['USA']
tt0072890,"['Biography', 'Crime', 'Drama']",['USA']
tt0073190,"['Drama', 'Romance']",['USA']
tt0073195,"['Adventure', 'Drama', 'Thriller']",['USA']
tt0073260,"['Adventure', 'Fantasy']","['UK', 'USA']"
tt0073440,"['Comedy', 'Drama', 'Music']",['USA']
tt0073629,"['Comedy', 'Musical']","['UK', 'USA']"
tt0073747,"['Horror', 'Mystery', 'Sci-Fi']",['USA']
tt0073802,"['Mystery', 'Thriller']",['USA']
tt0074119,"['Biography', 'Drama', 'History']",['USA']
tt0074174,"['Comedy', 'Drama', 'Family']",['USA']
tt0074281,"['Comedy', 'Drama', 'Romance']",['USA']
tt0074285,['Horror'],['USA']
tt0074559,"['Sci-Fi', 'Thriller']",['USA']
tt0074751,"['Adventure', 'Horror']",['USA']
tt0074777,"['Drama', 'Romance']",['USA']
tt0074860,"['Crime', 'Thriller']",['USA']
tt0075066,"['Comedy', 'Crime']","['UK', 'USA']"
tt0075148,"['Drama', 'Sport']",['USA']
tt0075268,"['Comedy', 'Drama']",['USA']
tt0075314,"['Crime', 'Drama']",['USA']
tt0075686,"['Comedy', 'Romance']",['USA']
tt0075765,"['Adventure', 'Crime', 'Drama']",['USA']
tt0075860,"['Drama', 'Sci-Fi']",['USA']
tt0076210,"['Adventure', 'Fantasy', 'Horror']",['USA']
tt0076239,"['Adventure', 'Comedy', 'Crime']",['USA']
tt0076489,"['Comedy', 'Fantasy']",['USA']
tt0076666,"['Drama', 'Music']",['USA']
tt0076723,"['Comedy', 'Drama', 'Sport']",['USA']
tt0076729,"['Action', 'Comedy']",['USA']
tt0076752,"['Action', 'Adventure', 'Thriller']",['UK']
tt0077235,"['Drama', 'Sport']",['USA']
tt0077288,['Comedy'],"['France', 'Italy']"
tt0077294,"['Action', 'Adventure', 'Drama']","['USA', 'UK']"
tt0077416,"['Drama', 'War']",['USA']
tt0077504,"['Comedy', 'Drama']",['USA']
tt0077572,"['Action', 'Drama', 'War']","['UK', 'USA']"
tt0077594,"['Action', 'Crime', 'Drama']","['Hong Kong', 'USA']"
tt0077597,['Comedy'],['USA']
tt0077621,"['Comedy', 'Crime', 'Romance']",['USA']
tt0077631,"['Musical', 'Romance']",['USA']
tt0077663,"['Comedy', 'Fantasy', 'Romance']",['USA']
tt0077745,"['Horror', 'Sci-Fi']",['USA']
tt0077766,"['Adventure', 'Drama', 'Horror']",['USA']
tt0077838,"['Documentary', 'Biography', 'Music']",['USA']
tt0077975,['Comedy'],['USA']
tt0078024,"['Drama', 'Romance']",['USA']
tt0078111,['Drama'],['USA']
tt0078163,"['Comedy', 'Crime', 'Mystery']","['UK', 'USA']"
tt0078227,"['Comedy', 'Romance', 'Sport']",['USA']
tt0078346,"['Action', 'Adventure', 'Drama']","['USA', 'UK', 'Canada', 'Switzerland']"
tt0078504,"['Adventure', 'Family', 'Fantasy']",['USA']
tt0078723,"['Action', 'Comedy', 'War']",['USA']
tt0078748,"['Horror', 'Sci-Fi']","['UK', 'USA']"
tt0078757,"['Comedy', 'Romance']",['USA']
tt0078767,['Horror'],['USA']
tt0078788,"['Drama', 'Mystery', 'War']",['USA']
tt0078790,"['Comedy', 'Family', 'Western']",['USA']
tt0078872,"['Adventure', 'Family', 'Sport']",['USA']
tt0078902,"['Comedy', 'Drama', 'Romance']",['USA']
tt0079073,"['Horror', 'Romance']",['UK']
tt0079239,['Drama'],['USA']
tt0079240,"['Adventure', 'Crime', 'Drama']",['UK']
tt0079261,"['Comedy', 'Drama', 'Musical']","['West Germany', 'USA']"
tt0079367,['Comedy'],['USA']
tt0079417,['Drama'],['USA']
tt0079501,"['Action', 'Adventure', 'Sci-Fi']",['Australia']
tt0079522,"['Comedy', 'Drama', 'Romance']",['USA']
tt0079540,['Comedy'],['Canada']
tt0079574,"['Action', 'Adventure', 'Sci-Fi']","['UK', 'France']"
tt0079592,"['Mystery', 'Thriller']","['UK', 'Canada']"
tt0079640,"['Comedy', 'Drama', 'Sport']",['USA']
tt0079714,"['Horror', 'Sci-Fi']",['USA']
tt0079817,"['Drama', 'Sport']",['USA']
tt0079945,"['Adventure', 'Mystery', 'Sci-Fi']",['USA']
tt0080120,"['Action', 'Crime', 'Thriller']",['USA']
tt0080339,['Comedy'],['USA']
tt0080365,"['Crime', 'Drama', 'Mystery']",['USA']
tt0080388,"['Crime', 'Drama', 'Romance']","['France', 'Canada', 'USA']"
tt0080453,"['Adventure', 'Drama', 'Romance']",['USA']
tt0080455,"['Adventure', 'Comedy', 'Crime']",['USA']
tt0080487,"['Comedy', 'Sport']",['USA']
tt0080661,"['Mystery', 'Thriller']",['USA']
tt0080678,"['Biography', 'Drama']","['USA', 'UK']"
tt0080745,"['Action', 'Adventure', 'Sci-Fi']",['UK']
tt0080761,"['Horror', 'Mystery', 'Thriller']",['USA']
tt0080836,"['Action', 'Biography', 'Sci-Fi']",['USA']
tt0080895,"['Comedy', 'Crime']",['USA']
tt0081071,"['Biography', 'Crime', 'Western']",['USA']
tt0081184,"['Comedy', 'Horror', 'Thriller']",['USA']
tt0081283,['Drama'],['USA']
tt0081353,"['Adventure', 'Comedy', 'Family']",['USA']
tt0081398,"['Biography', 'Drama', 'Sport']",['USA']
tt0081455,"['Horror', 'Sci-Fi', 'Thriller']",['Canada']
tt0081505,"['Drama', 'Horror']","['UK', 'USA']"
tt0081562,"['Comedy', 'Crime']",['USA']
tt0081573,"['Action', 'Adventure', 'Sci-Fi']","['USA', 'UK', 'Canada']"
tt0081609,"['Action', 'Drama', 'Crime']","['Soviet Union', 'France', 'Switzerland']"
tt0081696,"['Drama', 'Romance', 'Western']",['USA']
tt0082010,"['Comedy', 'Horror']","['UK', 'USA']"
tt0082198,"['Action', 'Adventure', 'Fantasy']","['USA', 'Spain', 'Mexico']"
tt0082200,"['Comedy', 'Romance']",['USA']
tt0082250,"['Action', 'Crime', 'Drama']","['USA', 'Canada']"
tt0082332,"['Action', 'Crime', 'Drama']",['USA']
tt0082348,"['Adventure', 'Drama', 'Fantasy']","['USA', 'UK']"
tt0082382,"['Comedy', 'Drama']",['USA']
tt0082398,"['Action', 'Adventure', 'Thriller']",['UK']
tt0082416,"['Drama', 'Romance']",['UK']
tt0082418,"['Horror', 'Mystery', 'Thriller']",['USA']
tt0082432,"['Adventure', 'Drama', 'History']",['Australia']
tt0082495,['Horror'],['USA']
tt0082694,"['Action', 'Adventure', 'Sci-Fi']",['Australia']
tt0082766,"['Biography', 'Drama']",['USA']
tt0082782,"['Horror', 'Mystery', 'Thriller']",['Canada']
tt0082846,['Drama'],"['UK', 'USA']"
tt0082970,['Drama'],['USA']
tt0082971,"['Action', 'Adventure']",['USA']
tt0083131,"['Comedy', 'War']",['USA']
tt0083511,"['Action', 'Comedy', 'Crime']",['USA']
tt0083530,"['Comedy', 'Sci-Fi']",['USA']
tt0083550,['Horror'],"['Mexico', 'USA']"
tt0083629,['Horror'],['USA']
tt0083642,"['Comedy', 'Musical']",['USA']
tt0083658,"['Action', 'Sci-Fi', 'Thriller']","['USA', 'Hong Kong', 'UK']"
tt0083739,"['Action', 'Crime', 'Drama']","['Canada', 'USA']"
tt0083767,"['Comedy', 'Fantasy', 'Horror']",['USA']
tt0083866,"['Family', 'Sci-Fi']",['USA']
tt0083929,"['Comedy', 'Drama']",['USA']
tt0083972,"['Horror', 'Thriller']",['USA']
tt0083987,"['Biography', 'Drama', 'History']","['UK', 'India']"
tt0084021,"['Comedy', 'Drama', 'Musical']",['USA']
tt0084191,"['Sci-Fi', 'Thriller']",['West Germany']
tt0084434,"['Drama', 'Romance']",['USA']
tt0084602,"['Drama', 'Sport']","['USA', 'Canada']"
tt0084649,"['Animation', 'Adventure', 'Drama']",['USA']
tt0084707,"['Drama', 'Romance']","['UK', 'USA']"
tt0084726,"['Action', 'Adventure', 'Sci-Fi']",['USA']
tt0084732,"['Crime', 'Drama', 'Mystery']",['USA']
tt0084745,"['Horror', 'Sci-Fi']",['USA']
tt0084787,"['Horror', 'Mystery', 'Sci-Fi']",['USA']
tt0084814,"['Comedy', 'Crime', 'Mystery']","['UK', 'USA']"
tt0084855,['Drama'],['USA']
tt0084917,"['Comedy', 'Drama']",['USA']
tt0085127,"['Action', 'Comedy']",['Hong Kong']
tt0085248,"['Adventure', 'Family']",['USA']
tt0085333,"['Horror', 'Thriller']",['USA']
tt0085382,"['Horror', 'Thriller']",['USA']
tt0085384,"['Comedy', 'Crime', 'Mystery']","['UK', 'USA']"
tt0085407,"['Drama', 'Horror', 'Sci-Fi']",['Canada']
tt0085470,['Comedy'],['USA']
tt0085549,"['Drama', 'Music', 'Romance']",['USA']
tt0085636,"['Horror', 'Mystery', 'Sci-Fi']",['USA']
tt0085672,"['Adventure', 'Fantasy']","['Italy', 'USA']"
tt0085750,"['Adventure', 'Horror', 'Thriller']",['USA']
tt0085811,"['Action', 'Adventure', 'Fantasy']",['UK']
tt0085862,"['Action', 'Crime', 'Drama']",['USA']
tt0085959,"['Comedy', 'Musical']",['UK']
tt0085970,"['Comedy', 'Drama']",['USA']
tt0086006,"['Action', 'Adventure', 'Thriller']","['UK', 'USA', 'West Germany']"
tt0086034,"['Action', 'Adventure', 'Thriller']",['UK']
tt0086200,"['Comedy', 'Crime', 'Drama']",['USA']
tt0086250,"['Crime', 'Drama']",['USA']
tt0086393,"['Action', 'Adventure', 'Comedy']","['UK', 'USA']"
tt0086425,"['Comedy', 'Drama']",['USA']
tt0086465,['Comedy'],['USA']
tt0086508,"['Action', 'Drama', 'Thriller']",['USA']
tt0086525,"['Comedy', 'Romance']",['USA']
tt0086567,"['Sci-Fi', 'Thriller']",['USA']
tt0086619,"['Drama', 'Musical', 'Romance']","['UK', 'USA']"
tt0086856,"['Adventure', 'Comedy', 'Romance']",['USA']
tt0086873,"['Comedy', 'Fantasy', 'Romance']",['USA']
tt0086946,"['Drama', 'Music']",['USA']
tt0086960,"['Action', 'Comedy', 'Crime']",['USA']
tt0086979,"['Crime', 'Drama', 'Thriller']",['USA']
tt0086993,"['Adventure', 'Drama', 'History']","['UK', 'USA', 'New Zealand']"
tt0086998,"['Comedy', 'Drama', 'Music']",['USA']
tt0086999,"['Comedy', 'Drama', 'Musical']",['USA']
tt0087065,"['Action', 'Adventure', 'Crime']",['USA']
tt0087078,"['Action', 'Adventure', 'Fantasy']","['USA', 'Mexico']"
tt0087182,"['Action', 'Adventure', 'Sci-Fi']","['USA', 'Mexico']"
tt0087231,"['Biography', 'Crime', 'Drama']","['UK', 'USA', 'Mexico']"
tt0087262,"['Action', 'Horror', 'Sci-Fi']",['USA']
tt0087277,"['Drama', 'Music', 'Romance']",['USA']
tt0087298,"['Horror', 'Thriller']",['USA']
tt0087332,"['Action', 'Comedy', 'Fantasy']",['USA']
tt0087363,"['Comedy', 'Fantasy', 'Horror']",['USA']
tt0087365,"['Adventure', 'Drama']","['UK', 'USA']"
tt0087469,"['Action', 'Adventure']",['USA']
tt0087538,"['Action', 'Drama', 'Family']",['USA']
tt0087597,"['Action', 'Adventure', 'Sci-Fi']",['USA']
tt0087727,"['Action', 'Adventure', 'Drama']",['USA']
tt0087781,"['Drama', 'Sport']",['USA']
tt0087800,['Horror'],['USA']
tt0087803,"['Drama', 'Sci-Fi']",['UK']
tt0087928,['Comedy'],['USA']
tt0087985,"['Action', 'Drama']",['USA']
tt0087995,"['Action', 'Comedy', 'Crime']",['USA']
tt0088128,"['Comedy', 'Romance']",['USA']
tt0088170,"['Action', 'Adventure', 'Sci-Fi']",['USA']
tt0088172,"['Romance', 'Sci-Fi']",['USA']
tt0088206,"['Action', 'Adventure', 'Fantasy']","['UK', 'USA']"
tt0088286,"['Comedy', 'Music']","['UK', 'USA']"
tt0088323,"['Adventure', 'Drama', 'Family']",['West Germany']
tt0088680,"['Comedy', 'Crime', 'Drama']",['USA']
tt0088707,"['Drama', 'Sport']",['USA']
tt0088763,"['Adventure', 'Comedy', 'Sci-Fi']",['USA']
tt0088846,"['Drama', 'Sci-Fi']","['UK', 'USA']"
tt0088847,"['Comedy', 'Drama']",['USA']
tt0088850,['Comedy'],['USA']
tt0088915,"['Drama', 'Music', 'Musical']",['USA']
